Gender,Age,Under 30,Senior Citizen,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Label,Population,30 to 64,Household Size,Is Alone,Receive Refund,Total Services Subscribed,Cost per GB,Historical Avg Monthly Charge,Bill Shock,Tenure Group,Referral a Friend,Under-Utilizing Unlimited
Male,33,No,No,Yes,0,Long Beach,90822,33.778436,-118.118648,1,17,Yes,28.83,No,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65,1588.25,0.0,0,490.11,2078.36,No,425,Yes,2,No,No,4,19.329961340077322,93.42647058823529,Yes,Standard (1-2y),Yes,Yes
Male,26,Yes,No,No,0,Altadena,91001,34.196837,-118.142236,0,1,Yes,5.63,No,Yes,Cable,52,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,75.5,0.0,0,5.63,81.13,No,36243,No,1,Yes,No,5,1.4519227977071543,75.5,No,New (0-1y),No,No
Male,44,No,No,Yes,3,Arcadia,91006,34.137319,-118.029837,7,12,Yes,4.71,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,258.35,0.0,0,56.52,314.87,No,30028,Yes,5,No,No,0,1969999.9999999998,21.52916666666667,No,New (0-1y),Yes,No
Female,51,No,No,Yes,0,Arcadia,91007,34.128284,-118.047732,6,72,Yes,43.91,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1502.25,0.0,0,3161.5199999999995,4663.77,No,30933,Yes,2,No,No,0,2049999.9999999998,20.864583333333332,No,Very Loyal (4y+),Yes,No
Male,33,No,No,No,0,Duarte,91010,34.145695,-117.95982,0,1,Yes,35.88,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.2,19.2,0.0,0,35.88,55.08,No,27414,Yes,1,Yes,No,0,1919999.9999999998,19.2,No,New (0-1y),No,No
Male,50,No,No,Yes,4,Monrovia,91016,34.1528,-118.000482,9,60,Yes,38.44,Yes,Yes,Fiber Optic,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0.0,0,2306.4,6759.7,No,41067,Yes,6,No,No,1,1.3043857360726776,74.22166666666666,Yes,Very Loyal (4y+),Yes,No
Female,38,No,No,Yes,0,Montrose,91020,34.2112,-118.230625,10,61,No,0.0,No,Yes,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0.0,0,0.0,3244.4,No,7527,Yes,2,No,No,4,3.020586458478554,53.18688524590164,No,Very Loyal (4y+),Yes,Yes
Female,27,Yes,No,Yes,0,Sierra Madre,91024,34.168686,-118.057505,9,6,Yes,5.69,No,Yes,DSL,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,323.45,0.0,0,34.14,357.59,No,10558,No,2,No,No,0,1.6907401145406984,53.90833333333333,No,New (0-1y),Yes,No
Male,29,Yes,No,Yes,1,Pasadena,91101,34.146635,-118.139225,9,72,Yes,27.16,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1401.15,0.0,0,1955.52,3356.67,No,16812,No,3,No,No,0,2030000.0,19.460416666666667,Yes,Very Loyal (4y+),Yes,No
Female,42,No,No,No,0,Pasadena,91103,34.167465,-118.165327,0,32,Yes,32.02,Yes,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1739.6,0.0,0,1024.64,2764.24,No,27891,Yes,1,Yes,No,2,18.066606444645185,54.3625,No,Loyal (2-4y),No,Yes
Male,52,No,No,Yes,0,Pasadena,91104,34.165383,-118.123752,1,65,Yes,19.84,Yes,Yes,Fiber Optic,2,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931.0,0.0,110,1289.6,7330.6,No,38460,Yes,2,No,No,4,45.32477337613312,91.24615384615385,No,Very Loyal (4y+),Yes,No
Female,54,No,No,Yes,2,Pasadena,91105,34.13946,-118.166649,10,45,No,0.0,No,Yes,DSL,18,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,2333.85,0.0,0,0.0,2333.85,No,10253,Yes,4,No,No,4,2.8277762067909964,51.86333333333333,No,Loyal (2-4y),Yes,Yes
Male,20,Yes,No,No,0,Pasadena,91106,34.139402,-118.128658,0,42,Yes,27.64,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.05,949.85,0.0,0,1160.88,2110.73,No,23742,No,1,Yes,No,1,2505000.0,22.61547619047619,Yes,Loyal (2-4y),No,No
Male,64,No,No,No,0,Pasadena,91107,34.159007,-118.087353,0,8,Yes,11.58,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,572.45,0.0,0,92.64,665.09,No,32369,Yes,1,Yes,No,1,10.692841867368761,71.55625,Yes,New (0-1y),No,Yes
Male,38,No,No,No,2,San Marino,91108,34.122671,-118.112911,0,32,Yes,16.94,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,696.8,0.0,0,542.08,1238.88,No,13158,Yes,3,No,No,0,2049999.9999999998,21.775,No,Loyal (2-4y),No,No
Male,33,No,No,No,0,Glendale,91203,34.153338,-118.262974,0,1,Yes,46.23,No,Yes,DSL,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,47.95,47.95,0.0,0,46.23,94.18,No,14493,Yes,1,Yes,No,1,1.917999232800307,47.95,No,New (0-1y),No,No
Female,25,Yes,No,Yes,0,Glendale,91205,34.13658,-118.245839,7,1,Yes,40.63,No,Yes,DSL,52,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.0,45.0,0.0,10,40.63,95.63,No,41390,No,2,No,No,0,0.865384448964529,45.0,No,New (0-1y),Yes,No
Female,24,Yes,No,No,0,La Crescenta,91214,34.239636,-118.245259,0,4,Yes,9.75,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,116.95,0.0,0,39.0,155.95,No,29110,No,1,Yes,No,1,2530000.0,29.2375,No,New (0-1y),No,No
Female,23,Yes,No,Yes,0,Calabasas,91302,34.130861,-118.68346,7,56,Yes,21.21,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.3,1261.7,0.0,0,1187.76,2449.46,No,23661,No,2,No,No,1,2430000.0,22.530357142857145,Yes,Very Loyal (4y+),Yes,No
Male,61,No,No,No,0,Canoga Park,91303,34.19829,-118.602203,0,45,Yes,10.36,No,Yes,DSL,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.95,3273.8,0.0,0,466.2,3740.0,No,23519,Yes,1,Yes,No,5,12.658312236146275,72.75111111111111,Yes,Loyal (2-4y),No,Yes
Female,22,Yes,No,Yes,2,Canoga Park,91304,34.224377,-118.632656,5,71,Yes,22.36,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1415.85,0.0,0,1587.56,3003.41,No,49242,No,4,No,No,0,1969999.9999999998,19.941549295774646,No,Very Loyal (4y+),Yes,No
Male,49,No,No,Yes,0,Winnetka,91306,34.209532,-118.577563,3,59,Yes,16.06,No,Yes,DSL,4,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,66.4,3958.2,0.0,0,947.54,4905.74,No,43857,Yes,2,No,No,4,16.599958500103753,67.08813559322033,No,Very Loyal (4y+),Yes,Yes
Male,37,No,No,No,0,West Hills,91307,34.199787,-118.68493,0,69,No,0.0,No,Yes,DSL,19,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,35.75,2492.25,0.0,150,0.0,2642.25,No,23637,Yes,1,Yes,No,2,1.8815779570642333,36.119565217391305,No,Very Loyal (4y+),No,No
Male,62,No,No,No,0,Chatsworth,91311,34.294142,-118.603883,0,19,Yes,17.17,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.8,279.2,0.0,0,326.23,605.4300000000001,No,35325,Yes,1,Yes,No,0,1880000.0,14.694736842105263,Yes,Standard (1-2y),No,No
Female,24,Yes,No,Yes,2,Encino,91316,34.150354,-118.518292,8,55,Yes,27.75,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1083.0,0.0,0,1526.25,2609.25,No,27614,No,4,No,No,0,1939999.9999999998,19.69090909090909,No,Very Loyal (4y+),Yes,No
Female,48,No,No,No,0,Newbury Park,91320,34.172071,-118.946262,0,38,Yes,32.63,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.3,755.5,0.0,0,1239.94,1995.44,No,37779,Yes,1,Yes,No,0,1930000.0,19.88157894736842,No,Loyal (2-4y),No,No
Male,35,No,No,Yes,2,San Fernando,91340,34.286131,-118.435969,4,46,Yes,14.91,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,20.1,936.85,0.0,0,685.86,1622.71,No,33389,Yes,4,No,No,0,2010000.0,20.366304347826087,No,Loyal (2-4y),Yes,No
Female,22,Yes,No,Yes,0,North Hills,91343,34.238802,-118.482296,5,65,Yes,34.31,No,Yes,DSL,71,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,58.9,3857.1,0.0,0,2230.15,6087.25,No,57017,No,2,No,No,3,0.8295773479468523,59.339999999999996,No,Very Loyal (4y+),Yes,No
Male,21,Yes,No,Yes,3,Santa Clarita,91350,34.502432,-118.41459,6,71,Yes,11.3,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.45,1378.45,0.0,0,802.3000000000001,2180.75,No,40077,No,5,No,No,0,1944999.9999999998,19.414788732394367,Yes,Very Loyal (4y+),Yes,No
Male,37,No,No,Yes,0,Valencia,91354,34.457005,-118.573726,4,6,Yes,47.29,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.1,171.0,0.0,0,283.74,454.74,No,17846,Yes,2,No,No,1,2510000.0,28.5,No,New (0-1y),Yes,No
Female,42,No,No,Yes,2,Thousand Oaks,91360,34.214054,-118.88109,4,64,Yes,13.95,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4,6721.6,0.0,0,892.8,7614.400000000001,No,42526,Yes,4,No,No,6,9.490900462817763,105.025,No,Very Loyal (4y+),Yes,Yes
Male,49,No,No,No,0,Thousand Oaks,91362,34.191842,-118.822796,0,1,Yes,30.73,No,Yes,Cable,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,44.05,0.0,0,30.73,74.78,No,33057,Yes,1,Yes,No,0,4.404995595004405,44.05,No,New (0-1y),No,Yes
Male,48,No,No,Yes,1,Woodland Hills,91364,34.153733,-118.593408,0,72,Yes,19.64,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.1,1734.65,0.0,0,1414.08,3148.73,No,25988,Yes,3,No,No,1,2410000.0,24.092361111111114,Yes,Very Loyal (4y+),No,No
Male,50,No,No,No,0,Woodland Hills,91367,34.178068,-118.615714,0,1,Yes,16.34,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.55,45.55,0.0,0,16.34,61.89,No,36123,Yes,1,Yes,No,0,11.387471531321172,45.55,No,New (0-1y),No,Yes
Female,41,No,No,Yes,3,Oak Park,91377,34.19225,-118.776874,9,51,Yes,27.23,Yes,Yes,Fiber Optic,75,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4539.35,0.0,0,1388.73,5928.08,No,14814,Yes,5,No,No,5,1.2506664999111332,89.00686274509805,Yes,Very Loyal (4y+),Yes,No
Female,45,No,No,Yes,1,Stevenson Ranch,91381,34.364153,-118.615583,1,41,Yes,23.95,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,804.25,0.0,0,981.95,1786.1999999999998,No,9937,Yes,3,No,No,0,1969999.9999999998,19.615853658536587,Yes,Loyal (2-4y),Yes,No
Female,59,No,No,Yes,0,Castaic,91384,34.506627,-118.699048,6,72,Yes,43.12,No,Yes,Cable,22,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.65,5011.15,0.0,0,3104.64,8115.789999999999,No,22177,Yes,2,No,No,4,3.2113621766535565,69.59930555555555,Yes,Very Loyal (4y+),Yes,No
Female,64,No,No,Yes,0,Van Nuys,91401,34.178483,-118.431791,6,43,Yes,21.08,Yes,Yes,Cable,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,3574.5,0.0,0,906.44,4480.94,No,40376,Yes,2,No,No,7,6.174995589288865,83.12790697674419,Yes,Loyal (2-4y),Yes,Yes
Male,64,No,No,Yes,0,Fallbrook,92028,33.362575,-117.299644,6,72,Yes,23.27,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.1,8086.4,0.0,0,1675.44,9761.84,No,42239,Yes,2,No,No,8,38.03320655597815,112.3111111111111,Yes,Very Loyal (4y+),Yes,Yes
Male,21,Yes,No,Yes,0,Sherman Oaks,91403,34.147149,-118.463365,1,47,Yes,20.93,Yes,Yes,Fiber Optic,85,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.2,4563.0,0.0,80,983.71,5626.71,No,22085,No,2,No,No,4,1.1199998682353096,97.08510638297872,No,Loyal (2-4y),Yes,No
Male,61,No,No,No,0,Van Nuys,91405,34.202494,-118.448048,0,72,Yes,46.1,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,6362.35,0.0,0,3319.2000000000003,9681.55,No,51348,Yes,1,Yes,No,8,3.279628414952439,88.36597222222223,Yes,Very Loyal (4y+),No,No
Male,23,Yes,No,No,0,Van Nuys,91406,34.195685,-118.490752,0,3,Yes,16.39,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.75,67.1,0.0,0,49.17,116.27,No,50047,No,1,Yes,No,0,2074999.9999999998,22.366666666666664,No,New (0-1y),No,No
Male,39,No,No,No,0,Encino,91436,34.152875,-118.486056,0,26,No,0.0,No,Yes,DSL,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,1156.55,0.0,0,0.0,1156.55,No,13129,Yes,1,Yes,No,4,7.441654263909561,44.482692307692304,Yes,Loyal (2-4y),No,Yes
Male,28,Yes,No,Yes,3,Burbank,91501,34.188339,-118.300942,9,29,Yes,1.41,No,Yes,DSL,73,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.2,1834.15,0.0,0,40.89,1875.04,No,18112,No,5,No,No,3,0.8246574212798053,63.24655172413794,No,Loyal (2-4y),Yes,No
Male,50,No,No,No,0,Burbank,91504,34.213049,-118.317651,0,27,Yes,20.29,No,Yes,DSL,21,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.45,1477.65,0.0,0,547.8299999999999,2025.48,No,25882,Yes,1,Yes,No,2,2.640474933107175,54.72777777777778,Yes,Loyal (2-4y),No,No
Male,30,No,No,Yes,2,Burbank,91505,34.174215,-118.345928,6,24,Yes,44.57,No,Yes,Cable,26,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.3,1706.45,0.0,0,1069.68,2776.13,No,29245,Yes,4,No,No,5,2.7038451139057256,71.10208333333334,No,Standard (1-2y),Yes,No
Male,60,No,No,Yes,0,Burbank,91506,34.169706,-118.323548,1,67,Yes,21.17,No,Yes,Cable,13,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,60.4,3953.7,0.0,40,1418.39,5412.09,No,18539,Yes,2,No,No,3,4.646150272192099,59.01044776119403,Yes,Very Loyal (4y+),Yes,No
Female,55,No,No,No,0,North Hollywood,91602,34.15136,-118.364786,0,23,Yes,9.04,No,Yes,DSL,8,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.8,1327.85,0.0,0,207.92,1535.77,No,16996,Yes,1,Yes,No,2,6.974991281260898,57.73260869565217,No,Standard (1-2y),No,Yes
Male,63,No,No,No,0,Studio City,91604,34.139082,-118.39275,0,14,No,0.0,No,Yes,Cable,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,31.1,419.7,0.0,0,0.0,419.7,No,26157,Yes,1,Yes,No,1,2.5916645069462443,29.978571428571428,Yes,Standard (1-2y),No,Yes
Male,46,No,No,No,2,Rancho Cucamonga,91701,34.132275,-117.611478,0,16,Yes,13.99,Yes,Yes,DSL,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,1083.7,0.0,0,223.84,1307.54,No,39064,Yes,3,No,No,5,3.8388867561740243,67.73125,Yes,Standard (1-2y),No,Yes
Female,47,No,No,Yes,0,Azusa,91702,34.174493,-117.87068,1,46,No,0.0,No,Yes,DSL,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.95,2007.85,0.0,0,0.0,2007.85,No,57775,Yes,2,No,No,3,5.493743132821084,43.64891304347826,Yes,Loyal (2-4y),Yes,Yes
Male,62,No,No,No,0,Baldwin Park,91706,34.098275,-117.967399,0,68,Yes,11.5,Yes,Yes,DSL,29,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.5,5882.75,0.0,0,782.0,6664.75,No,76890,Yes,1,Yes,No,7,2.9827575921525544,86.51102941176471,No,Very Loyal (4y+),No,No
Male,51,No,No,No,0,Chino Hills,91709,33.942895,-117.725644,0,38,Yes,28.0,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.95,2657.55,0.0,90,1064.0,3811.55,No,66754,Yes,1,Yes,No,5,3.1795440092981777,69.93552631578947,Yes,Loyal (2-4y),No,No
Male,49,No,No,No,0,Covina,91722,34.097345,-117.906736,0,17,Yes,34.98,No,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.95,1612.2,0.0,0,594.66,2206.86,No,33817,Yes,1,Yes,No,4,4.330950318595087,94.83529411764707,No,Standard (1-2y),No,No
Male,25,Yes,No,Yes,1,Covina,91723,34.084747,-117.886844,1,4,Yes,24.57,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.9,76.65,0.0,0,98.28,174.93,No,17554,No,3,No,No,0,1989999.9999999998,19.1625,Yes,New (0-1y),Yes,No
Female,35,No,No,No,0,Covina,91724,34.08111,-117.853935,0,12,Yes,26.67,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,260.7,0.0,0,320.04,580.74,No,25068,Yes,1,Yes,No,0,2014999.9999999998,21.724999999999998,No,New (0-1y),No,No
Male,57,No,No,Yes,0,Rancho Cucamonga,91730,34.10097,-117.57882,1,72,Yes,34.97,Yes,Yes,Cable,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.6,6441.85,0.0,0,2517.84,8959.69,No,51970,Yes,2,No,No,8,8.236356148767138,89.4701388888889,Yes,Very Loyal (4y+),Yes,Yes
Male,58,No,No,No,0,El Monte,91731,34.079934,-118.046695,0,3,Yes,15.6,No,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.0,266.8,0.0,0,46.8,313.6,No,30211,Yes,1,Yes,No,3,10.222210864210151,88.93333333333334,Yes,New (0-1y),No,Yes
Female,38,No,No,No,0,South El Monte,91733,34.04622,-118.053753,0,41,Yes,32.66,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.85,962.25,0.0,0,1339.06,2301.31,No,45645,Yes,1,Yes,No,1,2485000.0,23.46951219512195,Yes,Loyal (2-4y),No,No
Male,55,No,No,No,0,Rancho Cucamonga,91737,34.245289,-117.642503,0,40,No,0.0,No,Yes,Cable,12,No,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,36.0,1382.9,0.0,130,0.0,1512.9,No,23079,Yes,1,Yes,No,2,2.9999975000020833,34.572500000000005,Yes,Loyal (2-4y),No,No
Female,44,No,No,No,0,Rancho Cucamonga,91739,34.133809,-117.523724,0,7,Yes,3.34,No,Yes,Cable,13,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,571.05,0.0,0,23.38,594.43,No,12937,Yes,1,Yes,No,6,6.038456893494698,81.57857142857142,No,New (0-1y),No,Yes
Male,24,Yes,No,No,0,Glendora,91740,34.119363,-117.855059,0,69,Yes,7.18,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1399.35,0.0,0,495.42,1894.77,No,25135,No,1,Yes,No,0,1994999.9999999998,20.280434782608694,No,Very Loyal (4y+),No,No
Male,64,No,No,Yes,0,Glendora,91741,34.14649,-117.849815,1,7,Yes,21.09,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,150.0,0.0,0,147.63,297.63,No,24973,Yes,2,No,No,0,2064999.9999999998,21.428571428571427,No,New (0-1y),Yes,No
Female,22,Yes,No,Yes,1,La Puente,91744,34.031441,-117.936436,1,5,No,0.0,No,Yes,DSL,59,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.5,167.2,0.0,0,0.0,167.2,No,84965,No,3,No,No,1,0.5169490649238873,33.44,No,New (0-1y),Yes,No
Female,57,No,No,Yes,1,Hacienda Heights,91745,33.998471,-117.973758,1,72,Yes,6.41,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,106.1,7657.4,0.0,0,461.52,8118.92,No,53686,Yes,3,No,No,6,7.578566015309989,106.35277777777777,No,Very Loyal (4y+),Yes,Yes
Male,64,No,No,Yes,0,La Puente,91746,34.038983,-117.991372,1,44,Yes,27.4,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.5,865.05,0.0,0,1205.6,2070.65,No,30802,Yes,2,No,No,0,2049999.9999999998,19.660227272727273,Yes,Loyal (2-4y),Yes,No
Female,59,No,No,No,0,Rowland Heights,91748,33.976753,-117.897367,0,65,Yes,27.68,Yes,Yes,Fiber Optic,6,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,95.5,6153.85,0.0,80,1799.2,8033.05,No,46342,Yes,1,Yes,No,4,15.916640138933102,94.6746153846154,Yes,Very Loyal (4y+),No,No
Female,20,Yes,No,No,0,La Verne,91750,34.144703,-117.770299,0,3,Yes,40.99,Yes,Yes,Cable,48,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.6,174.2,0.0,0,122.97,297.17,No,35530,No,1,Yes,No,3,1.345833052951447,58.06666666666666,Yes,New (0-1y),No,No
Male,45,No,No,No,0,Mira Loma,91752,33.999992,-117.535395,0,24,Yes,2.33,No,Yes,DSL,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.1,1269.6,0.0,0,55.92,1325.52,No,18980,Yes,1,Yes,No,1,25.549872250638746,52.9,No,Standard (1-2y),No,Yes
Male,28,Yes,No,No,0,Mt Baldy,91759,34.231318,-117.662032,0,24,Yes,30.07,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.95,1348.5,0.0,0,721.6800000000001,2070.1800000000003,No,47,No,1,Yes,No,2,0.7963766961772905,56.1875,No,Standard (1-2y),No,No
Male,43,No,No,Yes,0,Ontario,91762,34.057256,-117.667677,1,22,Yes,20.78,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.45,471.55,0.0,0,457.16,928.71,No,54254,Yes,2,No,No,0,2044999.9999999998,21.43409090909091,No,Standard (1-2y),Yes,No
Male,33,No,No,Yes,0,Montclair,91763,34.072121,-117.698319,10,70,Yes,30.06,Yes,Yes,Cable,24,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.95,5931.75,0.0,0,2104.2,8035.95,No,34447,Yes,2,No,No,7,3.5812485078131218,84.73928571428571,Yes,Very Loyal (4y+),Yes,No
Male,55,No,No,Yes,3,Ontario,91764,34.074087,-117.605618,1,25,Yes,25.87,Yes,Yes,Cable,76,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,60.35,1404.65,0.0,10,646.75,2061.4,No,49474,Yes,5,No,No,2,0.7940788428843628,56.18600000000001,Yes,Loyal (2-4y),Yes,No
Male,24,Yes,No,Yes,3,Diamond Bar,91765,33.992416,-117.807874,0,37,Yes,8.21,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,726.1,0.0,0,303.77000000000004,1029.87,No,46532,No,5,No,No,0,1980000.0,19.624324324324323,Yes,Loyal (2-4y),No,No
Female,39,No,No,Yes,0,Pomona,91767,34.083086,-117.737997,9,59,Yes,24.81,Yes,Yes,Cable,24,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.1,4194.85,0.0,0,1463.79,5658.64,No,46626,Yes,2,No,No,4,3.004165414931077,71.09915254237289,Yes,Very Loyal (4y+),Yes,No
Male,19,Yes,No,Yes,3,San Gabriel,91775,34.114772,-118.089431,1,1,Yes,36.32,No,Yes,Fiber Optic,85,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,81.05,0.0,0,36.32,117.37,No,23444,No,5,No,No,2,0.9535292995847883,81.05,No,New (0-1y),Yes,No
Male,28,Yes,No,No,0,San Gabriel,91776,34.089927,-118.095645,0,3,Yes,37.01,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.5,76.95,0.0,0,111.03,187.98,No,38041,No,1,Yes,No,0,2049999.9999999998,25.650000000000002,No,New (0-1y),No,No
Female,29,Yes,No,Yes,0,Temple City,91780,34.101608,-118.055848,3,53,Yes,41.82,Yes,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.8,5809.75,0.0,0,2216.46,8026.21,No,32718,No,2,No,No,7,1.620289620247881,109.61792452830188,Yes,Very Loyal (4y+),Yes,No
